Channel,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
1,0.8079642815962986,0.8260087730341903,0.7838177019804997,0.8114621620091509,0.8123718693619117,0.8291683260603953,0.8259465199510047,0.8137350535600794,0.7980311979464875,0.8127473855654013
2,0.6586868216094621,0.6695313151759832,0.6778981694026216,0.6767968524920198,0.6733462447158591,0.6693262680141093,0.6805386958377189,0.6563840006858781,0.6639227135099819,0.6644812273524399
3,0.5152601402468332,0.5032083987460121,0.5119618954648613,0.5157060585654789,0.5110854794171831,0.5067833196436137,0.5350701664559803,0.5293089307706096,0.5188943820783921,0.5120296532366209
4,0.3673044589331128,0.37109541411036673,0.3736509198408224,0.3767908424934091,0.3703517203156075,0.3658765730838086,0.37524680747457684,0.3724259961890303,0.3817032606922708,0.38935054154646725
5,0.23242366013731403,0.2344696672914467,0.2359671046790662,0.23979934470926945,0.21755805653708488,0.22830829494128596,0.22953114017403253,0.22720503930194902,0.22939309508737923,0.23095128863406716
6,0.11854945649939086,0.11693867175775097,0.11132777091920393,0.1217111097081609,0.11205871264627854,0.11308477408777545,0.11754333305366577,0.11978242254236066,0.11495069178093495,0.11493350697207341
7,0.04134641707303513,0.033979211040677165,0.03661823615779036,0.033874230290507956,0.03434475862984854,0.03519980037454626,0.038710758015329694,0.039080642976074956,0.03617882548084271,0.039921285809955256
8,-0.023429469878956694,-0.023738367475409722,-0.023427112853631978,-0.023467346123412988,-0.023132768249872503,-0.02236915336161329,-0.022714098091892183,-0.023203321294075197,-0.0243336477061593,-0.022625451398051263
